IGR911,Salmonidae,Amount
IGR912,Salsa,Volume
IGR913,Salt,Weight
IGR914,Sandalwood,Amount
IGR915,Sapodilla,Amount
IGR916,Saskatoon berry,Amount
IGR917,Sassafras,Amount
IGR918,Satsuma Orange,Amount
IGR919,Sauce,Volume
IGR920,Sauerkraut,Amount
IGR921,Sausage,Weight
IGR922,Savoy cabbage,Amount
IGR923,Scallop,Amount
IGR924,Scarlet bean,Amount
IGR925,Schnapps,Volume
IGR926,Scombridae,Amount
IGR927,Scotch,Volume
IGR928,Scotch Spearmint,Amount
IGR929,Scrapple,Weight
IGR930,Scup,Amount
IGR931,Sea Buckthorns,Amount
IGR932,Sea cucumber,Amount
IGR933,Sea trout,Weight
IGR934,Self raising flour,Amount
IGR935,Semolina,Amount
IGR936,Serrano ham,Weight
IGR937,Sesame,Weight
IGR938,Sesame Oil,Volume
IGR939,Sesbania flower,Amount
IGR940,Shallot,Amount
IGR941,Shallots,Amount
IGR942,Shaohsing,Volume
IGR943,Shark,Weight
IGR944,Shea tree,Amount
IGR945,Sheefish,Weight
IGR946,Sheep Cheese,Weight
IGR947,Sheep Milk,Volume
IGR948,Sheepshead,Weight
IGR949,Shellfish,Amount
IGR950,Sherry,Volume
IGR951,Shiitake,Amount
IGR952,Shiitake mushroom,Amount
IGR953,Shortcrust pastry,Amount
IGR954,Shortening,Amount
IGR955,Shrimp,Weight
IGR956,Silver linden,Amount
IGR957,Single cream,Volume
IGR958,Sirloin,Weight
IGR959,Sirloin steak,Weight
IGR960,Skimmed Milk,Volume
IGR961,Skunk currant,Amount
IGR962,Slaw,Amount
IGR963,Small leaf linden,Amount
IGR964,Smelt,Weight
IGR965,Smoked Fish,Amount
IGR966,Smoky bacon,Weight
IGR967,Snack bar,Amount
IGR968,Snail,Amount
IGR969,Snapper,Weight
IGR970,Soba Noodles,Amount
IGR971,Sockeye salmon,Weight
IGR972,Soft drink,Volume
IGR973,Sorghum,Amount
IGR974,Sorrel,Amount
IGR975,Soup,Volume
IGR976,Sour Cherry,Amount
IGR977,Sour Cream,Volume
IGR978,Sourdock,Amount
IGR979,Sourdough,Amount
IGR980,Soursop,Amount
IGR981,Soy cream,Volume
IGR982,Soy milk,Volume
IGR983,Soy Sauce,Volume
IGR984,Soy yogurt,Volume
IGR985,Soybean,Amount
IGR986,Soybean Oil,Volume
IGR987,Soybean Sauce,Volume
IGR988,Spaghetti,Amount
IGR989,Spaghetti Squash,Amount
IGR990,Spanish mackerel,Weight
IGR991,Spanish Sage,Amount
IGR992,Sparkleberry,Amount
IGR993,Sparkling Wine,Volume
IGR994,Spearmint,Amount
IGR995,Spelt,Amount
IGR996,Spice,Amount
IGR997,Spinach,Amount
IGR998,Spineless Monkey Orange,Amount
IGR999,Spiny dogfish,Weight
IGR1000,Spiny lobster,Weight
IGR1001,Spirit,Volume
IGR1002,Spirulina,Amount
IGR1003,Sponge,Amount
IGR1004,Spot croaker,Weight
IGR1005,Spotted seal,Weight
IGR1006,Spread,Volume
IGR1007,Spring onion,Amount
IGR1008,Sprout,Amount
IGR1009,Squab,Weight
IGR1010,Squash,Amount
IGR1011,Squashberry,Amount
IGR1012,Squid,Weight
IGR1013,Squirrel,Weight
IGR1014,Sriracha,Volume
IGR1015,Star Anise,Amount
IGR1016,Starfruit,Amount
IGR1017,Steak,Weight
IGR1018,Steller sea lion,Weight
IGR1019,Stew,Amount
IGR1020,Stock,Volume
IGR1021,Storax,Volume
IGR1022,Stout,Volume
IGR1023,Strawberries,Amount
IGR1024,Strawberry,Amount
IGR1025,Strawberry Jam,Volume
IGR1026,Strawberry Wine,Volume
IGR1027,Striped bass,Weight
IGR1028,Striped mullet,Weight
IGR1029,Stuffing,Amount
IGR1030,Sturgeon,Weight
IGR1031,Succotash,Amount
IGR1032,Sugar,Weight
IGR1033,Sugar snap pea,Amount
IGR1034,Sukiyaki,Amount
IGR1035,Sultana,Amount
IGR1036,Summer savory,Amount
IGR1037,Sun-Dried Tomatoes,Amount
IGR1038,Sunflower,Amount
IGR1039,Sunflower oil,Volume
IGR1040,Swamp cabbage,Amount
IGR1041,Sweet Cherry,Amount
IGR1042,Sweet custard,Amount
IGR1043,Sweet Grass,Amount
IGR1044,Sweet pepper,Amount
IGR1045,Sweet Potato,Amount
IGR1046,Sweetcorn,Amount
IGR1047,Sweets,Amount
IGR1048,Swiss Cheese,Weight
IGR1049,Swordfish,Weight
IGR1050,Syrup,Volume
IGR1051,Taco,Amount
IGR1052,Tamale,Amount
IGR1053,Tamarind,Amount
IGR1054,Tangerine,Amount
IGR1055,Tapioca,Amount
IGR1056,Tapioca pearl,Amount
IGR1057,Taro,Amount
IGR1058,Tarragon,Amount
IGR1059,Tartar,Amount
IGR1060,Tartary buckwheat,Amount
IGR1061,Tea,Volume
IGR1062,Tea leaf willow,Amount
IGR1063,Teff,Amount
IGR1064,Tequila,Volume
IGR1065,Thistle,Amount
IGR1066,Thyme,Amount
IGR1067,Tilefish,Weight
IGR1068,Tilsit Cheese,Weight
IGR1069,Tinda,Amount
IGR1070,Toast,Amount
IGR1071,Tobacco,Amount
IGR1072,Toffee,Amount
IGR1073,Tofu,Amount
IGR1074,Tomato,Amount
IGR1075,Tomato Juice,Volume
IGR1076,Tomato Paste,Volume
IGR1077,Tomato puree,Volume
IGR1078,Tomatoes,Amount
IGR1079,Topping,Amount
IGR1080,Tortilla,Amount
IGR1081,Tortilla chip,Amount
IGR1082,Tostada,Amount
IGR1083,Towel gourd,Amount
IGR1084,Trail mix,Amount
IGR1085,Trassi,Amount
IGR1086,Treacle,Volume
IGR1087,Tree fern,Amount
IGR1088,Triticale,Amount
IGR1089,True frog,Amount
IGR1090,True seal,Amount
IGR1091,True sole,Amount
IGR1092,Truffle,Amount
IGR1093,Tuna,Weight
IGR1094,Tuna steak,Weight
IGR1095,Turbot,Weight
IGR1096,Turkey,Weight
IGR1097,Turkey Berry,Amount
IGR1098,Turkey breast,Weight
IGR1099,Turkey thigh,Weight
IGR1100,Turmeric,Amount
IGR1101,Turnip,Amount
IGR1102,Ucuhuba,Amount
IGR1103,Udon Noodles,Amount
IGR1104,Unsweetened Chocolate,Weight
IGR1105,Valerian,Amount
IGR1106,Vanilla,Amount
IGR1107,Vanilla essence,Volume
IGR1108,Vanilla Extract,Volume
IGR1109,Vanilla pod,Amount
IGR1110,Veal,Weight
IGR1111,Vegetable juice,Volume
IGR1112,Vegetable oil,Volume
IGR1113,Vermicelli,Amount
IGR1114,Vermouth,Volume
IGR1115,Vinaigrette,Volume
IGR1116,Vinegar,Volume
IGR1117,Vodka,Volume
IGR1118,Waffle,Amount
IGR1119,Wakame,Amount
IGR1120,Walleye,Weight
IGR1121,Walnut,Weight
IGR1122,Walrus,Weight
IGR1123,Wasabi,Amount
IGR1124,Water,Volume
IGR1125,Water Chestnut,Amount
IGR1126,Water Chestnuts,Amount
IGR1127,Watercress,Amount
IGR1128,Watermelon,Amount
IGR1129,Wattle,Amount
IGR1130,Weinbrand Brandy,Volume
IGR1131,Welsh onion,Amount
IGR1132,Wheat,Amount
IGR1133,Wheaten Bread,Amount
IGR1134,Whelk,Weight
IGR1135,Whey,Volume
IGR1136,Whisky,Volume
IGR1137,White Bread,Amount
IGR1138,White Currant,Amount
IGR1139,White lupine,Amount
IGR1140,White Pepper,Weight
IGR1141,White rice,Amount
IGR1142,White sucker,Amount
IGR1143,White Wine,Volume
IGR1144,White Wine Vinegar,Volume
IGR1145,Whitefish,Weight
IGR1146,Whiting,Weight
IGR1147,Whole Chicken,Weight
IGR1148,Whole Turkey,Weight
IGR1149,Wholegrain pasta,Amount
IGR1150,Wholewheat Bread,Amount
IGR1151,Wild boar,Weight
IGR1152,Wild duck,Weight
IGR1153,Wild Rice,Amount
IGR1154,Wine,Volume
IGR1155,Winged bean,Amount
IGR1156,Winter savory,Amount
IGR1157,Winter squash,Amount
IGR1158,Wonton wrapper,Amount
IGR1159,Woodapple,Amount
IGR1160,Worcestershire sauce,Volume
IGR1161,Wort,Volume
IGR1162,Yam,Amount
IGR1163,Yardlong bean,Amount
IGR1164,Yarrow,Amount
IGR1165,Yautia,Amount
IGR1166,Yeast,Amount
IGR1167,Yellow Onion,Amount
IGR1168,Yellow Passionfruit,Amount
IGR1169,Yellow pepper,Amount
IGR1170,Yellow pond lily,Amount
IGR1171,Yellowfin tuna,Weight
IGR1172,Yellowtail amberjack,Weight
IGR1173,Ylang-Ylang,Amount
IGR1174,Ymer,Volume
IGR1175,Yogurt,Volume
IGR1176,Yukon Gold Potato,Amount
IGR1177,Zucchini,Amount
IGR1178,Zucchini Noodles,Amount
IGR1179,Zwieback,Amount
